"Source ID","IMDb ID","Movie Name","Genre","Rating","Duration"
"TMDB","tt0047396","Rear Window","Thriller, Mystery","PG","1H52M"
"Rotten Tomatoes","tt0047396","Rear Window","Mystery & Thriller","PG","1H52M"
"Allmovies.com","tt0047396","Rear Window","Crime, Mystery-Suspense, Thriller","PG","1H55M"
"justwatch.com","tt0047396","Rear Window","Mystery Thriller","PG","1H52M"
"Metacritic","tt0047396","Rear Window","Mystery, Thriller","TV-PG","1H52M"
"OMDB","tt0064116","Once Upon a Time in the West","Drama, Western","PG-13","2H46M"
"TMDB","tt0064116","Once Upon a Time in the West","Drama, Western","PG-13","2H46M"
"Rotten Tomatoes","tt0064116","Once Upon a Time in the West","Western","PG-13","2H45M"
"Allmovies.com","tt0064116","Once Upon a Time in the West","Drama, Western","PG-13","2H55M"
"justwatch.com","tt0064116","Once Upon a Time in the West","Drama, Western, Made in Europe, Epic Western","PG-13","2H46M"
"Metacritic","tt0064116","Once Upon a Time in the West (re-release)","Drama, Western","M","2H55M"
"OMDB","tt1853728","Django Unchained","Comedy, Drama, Western","R","2H45M"
"TMDB","tt1853728","Django Unchained","Drama, Western","R","2H45M"
"Rotten Tomatoes","tt1853728","Django Unchained","Western, Drama, Action","R","2H45M"
"Allmovies.com","tt1853728","Django Unchained","Action-Adventure, Comedy, Drama, Western","R","2H45M"
"justwatch.com","tt1853728","Django Unchained","Western, Drama, Comedy, Revenge Western, Epic Western","R","2H45M"
"Metacritic","tt1853728","Django Unchained","Comedy, Drama, Western","R","2H45M"
"OMDB","tt0021749","City Lights","Comedy, Drama, Romance","G","1H27M"
"TMDB","tt0021749","City Lights","Comedy, Drama, Romance","G","1H27M"
"Rotten Tomatoes","tt0021749","City Lights","Comedy, Drama, Romance","G","1H27M"
"Allmovies.com","tt0021749","City Lights","Comedy, Comedy Drama, Drama, Romance, Silent Film","G","1H27M"
"justwatch.com","tt0021749","City Lights","Drama, Comedy, Romance, RomCom","G","1H27M"
"Metacritic","tt0021749","City Lights","Comedy, Drama, Romance","G","1H27M"
"OMDB","tt0078788","Apocalypse Now","Drama, Mystery, War","R","2H27M"
"TMDB","tt0078788","Apocalypse Now","Drama, War","R","2H27M"
"Rotten Tomatoes","tt0078788","Apocalypse Now","War, Drama","R","2H33M"
"Allmovies.com","tt0078788","Apocalypse Now","Drama, Mystery-Suspense, War","R","2H33M"
"justwatch.com","tt0078788","Apocalypse Now","Drama, War & Military, War Drama, War Epics","R","2H33M"
"Metacritic","tt0078788","Apocalypse Now","Drama, Mystery, War","TV-14","2H33M"
"OMDB","tt0209144","Memento","Mystery, Thriller","R","1H53M"
"TMDB","tt0209144","Memento","Mystery, Thriller","R","1H53M"
"Rotten Tomatoes","tt0209144","Memento","Mystery & Thriller","R","1H56M"
"Allmovies.com","tt0209144","Memento","Crime, Mystery-Suspense, Thriller","R","1H53M"
"justwatch.com","tt0209144","Memento","Psychological Drama, Mystery Thriller","R","1H53M"
"Metacritic","tt0209144","Memento","Mystery, Thriller","R","1H53M"
"OMDB","tt0910970","WALL·E","Animation, Adventure, Family","G","1H38M"
"TMDB","tt0910970","WALL·E","Animation, Family, Science Fiction","G","1H38M"
"Rotten Tomatoes","tt0910970","WALL-E","Kids & Family, Adventure, Sci-Fi, Comedy, Animation","G","1H37M"
"Allmovies.com","tt0910970","WALL·E","Action-Adventure, Animation, Comedy, Drama, Family","G","1H38M"
"justwatch.com","tt0910970","WALL·E","Animation, Kids & Family, Science-Fiction, Family Animation","G","1H38M"
"Metacritic","tt0910970","WALL-E","Animation, Adventure, Family, Sci-Fi","TV-G","1H38M"
"OMDB","tt0082971","Raiders of the Lost Ark","Action, Adventure","PG","1H55M"
"TMDB","tt0082971","Raiders of the Lost Ark","Adventure, Action","PG","1H55M"
"Rotten Tomatoes","tt0082971","Raiders of the Lost Ark","Adventure, Action","PG","1H55M"
"Allmovies.com","tt0082971","Raiders of the Lost Ark","Action-Adventure, Family, Romance","PG","1H55M"
"justwatch.com","tt0082971","Raiders of the Lost Ark","Action Adventure","PG","1H55M"
"Metacritic","tt0082971","Raiders of the Lost Ark","Action, Adventure","TV-14","1H55M"
"OMDB","tt23849204","12th Fail","Biography, Drama","N/A","2H27M"
"TMDB","tt23849204","12th Fail","Drama","N/A","2H26M"
"OMDB","tt0405094","The Lives of Others","Drama, Mystery, Thriller","R","2H17M"
"TMDB","tt0405094","The Lives of Others","Drama, Thriller","R","2H17M"
"Rotten Tomatoes","tt0405094","The Lives of Others","History, Drama, Mystery & Thriller","R","2H17M"
"Allmovies.com","tt0405094","The Lives of Others","Drama, Mystery-Suspense, Spy Film, Thriller","R","2H17M"
"justwatch.com","tt0405094","The Lives of Others","Drama, Mystery & Thriller, Made in Europe, German Drama","R","2H17M"
"Metacritic","tt0405094","The Lives of Others","Drama, Mystery, Thriller","R","2H17M"
"OMDB","tt0043014","Sunset Boulevard","Drama, Film-Noir","Approved","1H50M"
"TMDB","tt0043014","Sunset Boulevard","Drama","N/A","1H50M"
"Rotten Tomatoes","tt0043014","Sunset Boulevard","Drama","","1H50M"
"Allmovies.com","tt0043014","Sunset Boulevard","Drama, Music","N/A","1H50M"
"justwatch.com","tt0043014","Sunset Boulevard","Drama, Emotional Drama","N/A","1H50M"
"Metacritic","tt0043014","Sunset Boulevard","Drama, Film-Noir","Passed","1H50M"
"OMDB","tt4154756","Avengers: Infinity War","Action, Adventure, Sci-Fi","PG-13","2H29M"
"TMDB","tt4154756","Avengers: Infinity War","Adventure, Action, Science Fiction","PG-13","2H29M"
"Rotten Tomatoes","tt4154756","Avengers: Infinity War","Action, Adventure, Fantasy, Sci-Fi","PG-13","2H29M"
"Allmovies.com","tt4154756","Avengers: Infinity War","Action-Adventure, Fantasy, Science Fiction","PG-13","2H36M"
"justwatch.com","tt4154756","Avengers: Infinity War","Action & Adventure, Science-Fiction, Superhero","PG-13","2H30M"
"Metacritic","tt4154756","Avengers: Infinity War","Action, Adventure, Sci-Fi","PG-13","2H29M"
"OMDB","tt0050825","Paths of Glory","Drama, War","Approved","1H28M"
"TMDB","tt0050825","Paths of Glory","War, Drama, History","NR","1H28M"
"Rotten Tomatoes","tt0050825","Paths of Glory","War, Drama","","1H26M"
"Allmovies.com","tt0050825","Paths of Glory","Crime, Drama, War","NR","1H28M"
"justwatch.com","tt0050825","Paths of Glory","War & Military, Drama, History, Music & Musical, Documentary, War Drama","N/A","1H28M"
"Metacritic","tt0050825","Paths of Glory","Drama, War","TV-PG","1H28M"
"OMDB","tt4633694","Spider-Man: Into the Spider-Verse","Animation, Action, Adventure","PG","1H57M"
"TMDB","tt4633694","Spider-Man: Into the Spider-Verse","Animation, Action, Adventure, Science Fiction","PG","1H57M"
"Rotten Tomatoes","tt4633694","Spider-Man: Into the Spider-Verse","Kids & Family, Action, Adventure, Comedy, Fantasy, Animation","PG","1H57M"
"Allmovies.com","tt4633694","Spider-Man: Into the Spider-Verse","Action-Adventure, Animation, Comedy, Drama, Family","PG","1H57M"
"justwatch.com","tt4633694","Spider-Man: Into the Spider-Verse","Animation, Action & Adventure, Science-Fiction, Comedy, Kids & Family, Fantasy, Superhero, Modern Anime","PG","1H57M"
"Metacritic","tt4633694","Spider-Man: Into the Spider-Verse","Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","TV-PG","1H57M"
"OMDB","tt0051201","Witness for the Prosecution","Crime, Drama, Mystery","Approved","1H56M"
"TMDB","tt0051201","Witness for the Prosecution","Drama, Mystery, Crime","NR","1H56M"
"Rotten Tomatoes","tt0051201","Witness for the Prosecution","Crime, Drama, Mystery & Thriller","","1H54M"
"Allmovies.com","tt0051201","Witness for the Prosecution","Crime, Drama, Mystery-Suspense, Thriller","N/A","1H56M"
"justwatch.com","tt0051201","Witness for the Prosecution","Drama, Mystery & Thriller, Crime, Courtroom","N/A","1H56M"
"OMDB","tt0081505","The Shining","Drama, Horror","R","2H26M"
"TMDB","tt0081505","The Shining","Horror, Thriller","R","2H24M"
"Rotten Tomatoes","tt0081505","The Shining","Horror, Mystery & Thriller","R","2H22M"
"Allmovies.com","tt0081505","The Shining","Drama, Horror, Thriller","R","2H26M"
"justwatch.com","tt0081505","The Shining","Horror, Mystery & Thriller, Drama, Psychological Thriller","R","2H24M"
"Metacritic","tt0081505","The Shining","Drama, Horror","TV-14","2H26M"
"OMDB","tt0032553","The Great Dictator","Comedy, Drama, War","G","2H5M"
"TMDB","tt0032553","The Great Dictator","Comedy, War","NR","2H5M"
"Rotten Tomatoes","tt0032553","The Great Dictator","Comedy","G","2H8M"
"Allmovies.com","tt0032553","The Great Dictator","Comedy, Comedy Drama, Drama, War","G","2H5M"
"justwatch.com","tt0032553","The Great Dictator","Comedy, War & Military, Drama, War Drama, Dramedy","N/A","2H5M"
"Metacritic","tt0032553","The Dictator","Comedy","R","1H23M"
"OMDB","tt0090605","Aliens","Action, Adventure, Sci-Fi","R","2H17M"
"TMDB","tt0090605","Aliens","Action, Thriller, Science Fiction","R","2H17M"
"Rotten Tomatoes","tt0090605","Aliens","Sci-Fi, Horror, Action","R","2H17M"
"Allmovies.com","tt0090605","Aliens","Action-Adventure, Science Fiction, Thriller","R","2H17M"
"justwatch.com","tt0090605","Aliens","Action & Adventure, Mystery & Thriller, Science-Fiction, SciFi Horror","R","2H17M"
"Metacritic","tt0090605","Aliens","Action, Adventure, Sci-Fi, Thriller","R","2H17M"
"OMDB","tt0361748","Inglourious Basterds","Adventure, Drama, War","R","2H33M"
"TMDB","tt0361748","Inglourious Basterds","Drama, Thriller, War","R","2H33M"
"Rotten Tomatoes","tt0361748","Inglourious Basterds","War, Comedy, Drama","R","2H32M"
"Allmovies.com","tt0361748","Inglourious Basterds","Action-Adventure, Comedy, Drama, Thriller, War","R","2H33M"
"justwatch.com","tt0361748","Inglourious Basterds","Mystery & Thriller, Drama, War & Military, War Drama, War Epics","R","2H33M"
"Metacritic","tt0361748","Inglourious Basterds","Adventure, Drama, War","R","2H33M"
"OMDB","tt1345836","The Dark Knight Rises","Action, Drama, Thriller","PG-13","2H44M"
"TMDB","tt1345836","The Dark Knight Rises","Action, Crime, Drama, Thriller","PG-13","2H45M"
"Rotten Tomatoes","tt1345836","The Dark Knight","Action, Adventure, Fantasy","PG-13","2H32M"
"Allmovies.com","tt1345836","The Dark Knight Rises","Action-Adventure, Crime, Drama, Fantasy, Thriller","PG-13","2H45M"
"justwatch.com","tt1345836","The Dark Knight Rises","Drama, Mystery & Thriller, Action & Adventure, Superhero","PG-13","2H44M"
"Metacritic","tt1345836","The Dark Knight Rises","Action, Drama, Thriller","TV-14","2H45M"
"OMDB","tt2380307","Coco","Animation, Adventure, Drama","PG","1H45M"
"TMDB","tt2380307","Coco","Family, Animation, Music, Adventure","PG","1H45M"
"Rotten Tomatoes","tt2380307","Coco","Kids & Family, Comedy, Adventure, Music, Animation","PG","1H49M"
"Allmovies.com","tt2380307","Coco","Action-Adventure, Animation, Drama, Family, Fantasy","PG","1H49M"
"justwatch.com","tt2380307","Coco","Kids & Family, Animation, Music & Musical, Action & Adventure, Comedy, Drama, Fantasy, Made in Europe, Pixar, Animated Musical","PG","1H45M"
"Metacritic","tt2380307","Coco","Animation, Adventure, Drama, Family, Fantasy, Music, Mystery","TV-G","1H45M"
"OMDB","tt0086879","Amadeus","Biography, Drama, Music","PG","2H40M"
"TMDB","tt0086879","Amadeus","History, Music, Drama","R","2H40M"
"Rotten Tomatoes","tt0086879","Amadeus","Biography, History, Drama","PG","2H38M"
"Allmovies.com","tt0086879","Amadeus","Biography, Drama, History, Music","PG","2H41M"
"justwatch.com","tt0086879","Amadeus","Drama, Music & Musical, Period Drama","R","2H40M"
"Metacritic","tt0086879","Amadeus","Biography, Drama, Music","TV-14","2H40M"
"OMDB","tt0114709","Toy Story","Animation, Adventure, Comedy","G","1H21M"
"TMDB","tt0114709","Toy Story","Animation, Adventure, Family, Comedy","G","1H21M"
"Rotten Tomatoes","tt0114709","Toy Story","Kids & Family, Comedy, Adventure, Fantasy, Animation","G","1H20M"
"Allmovies.com","tt0114709","Toy Story","Action-Adventure, Animation, Comedy, Family, Fantasy","G","1H21M"
"justwatch.com","tt0114709","Toy Story","Animation, Action & Adventure, Kids & Family, Comedy, Fantasy, Pixar, Family Animation","G","1H21M"
"Metacritic","tt0114709","Toy Story","Animation, Adventure, Comedy, Family, Fantasy","TV-G","1H21M"
"OMDB","tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy, War","PG","1H35M"
"TMDB","tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy, War","PG","1H35M"
"Rotten Tomatoes","tt0057012","Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb","Comedy","PG","1H33M"
"Allmovies.com","tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy, Drama, War","PG","1H35M"
"justwatch.com","tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy, War & Military, War Drama","PG","1H35M"
"Metacritic","tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Comedy, War","TV-PG","1H35M"
"OMDB","tt0364569","Oldboy","Action, Drama, Mystery","R","2H0M"
"TMDB","tt0364569","Oldboy","Drama, Thriller, Mystery, Action","R","2H0M"
"Rotten Tomatoes","tt0364569","Oldboy","Action, Mystery & Thriller","R","1H58M"
"Allmovies.com","tt0364569","Oldboy","Action-Adventure, Drama, Mystery-Suspense, Thriller","R","2H0M"
"justwatch.com","tt0364569","Oldboy","Drama, Action & Adventure, No Superhero, World Cinema, Action Thriller, Mystery Thriller","R","2H0M"
"Metacritic","tt0364569","Oldboy","Action, Drama, Mystery, Thriller","R","2 h"
"OMDB","tt0169547","American Beauty","Drama","R","2H2M"
"TMDB","tt0169547","American Beauty","Drama","R","2H2M"
"Rotten Tomatoes","tt0169547","American Beauty","Comedy, Drama","R","2H2M"
"Allmovies.com","tt0169547","American Beauty","Comedy, Comedy Drama, Drama, Romance","R","2H2M"
"justwatch.com","tt0169547","American Beauty","Drama, Emotional Drama","R","2H2M"
"Metacritic","tt0169547","American Beauty","Drama","TV-MA","2H2M"
"OMDB","tt4154796","Avengers: Endgame","Action, Adventure, Drama","PG-13","3H1M"
"TMDB","tt4154796","Avengers: Endgame","Adventure, Science Fiction, Action","PG-13","3H1M"
"Rotten Tomatoes","tt4154796","Avengers: Endgame","Action, Adventure, Fantasy, Sci-Fi","PG-13","3H1M"
"Allmovies.com","tt4154796","Avengers: Endgame","Action-Adventure, Drama, Fantasy, Science Fiction","PG-13","3H2M"
"justwatch.com","tt4154796","Avengers: Endgame","Action & Adventure, Science-Fiction, Drama, Superhero","PG-13","3H2M"
"Metacritic","tt4154796","Avengers: Endgame","Action, Adventure, Drama, Sci-Fi","PG-13","3H1M"
"OMDB","tt0082096","Das Boot","Drama, War","R","2H29M"
"TMDB","tt0082096","Das Boot","Drama, History, War","R","2H30M"
"Rotten Tomatoes","tt0082096","Das Boot","War, Drama","R","2H30M"
"Allmovies.com","tt0082096","Das Boot","Drama, History, War","R","2H30M"
"justwatch.com","tt0082096","Das Boot","Drama, History, War & Military, War Epics","R","2H30M"
"Metacritic","tt0082096","Das Boot","Drama, War","R","2H29M"
"OMDB","tt0112573","Braveheart","Biography, Drama, War","R","2H58M"
"TMDB","tt0112573","Braveheart","Action, Drama, History, War","R","2H57M"
"Rotten Tomatoes","tt0112573","Braveheart","History, Drama, Biography, War","R","2H57M"
"Allmovies.com","tt0112573","Braveheart","Action-Adventure, Biography, Drama, Epic, History","R","2H58M"
"justwatch.com","tt0112573","Braveheart","Action & Adventure, Drama, History, War & Military, War Epics, Epic","R","2H57M"
"Metacritic","tt0112573","Braveheart","Biography, Drama, War","TV-MA","2H57M"
"OMDB","tt0119217","Good Will Hunting","Drama, Romance","R","2H6M"
"TMDB","tt0119217","Good Will Hunting","Drama","R","2H7M"
"Rotten Tomatoes","tt0119217","Good Will Hunting","Drama","R","2H6M"
"Allmovies.com","tt0119217","Good Will Hunting","Drama, Romance","R","2H7M"
"justwatch.com","tt0119217","Good Will Hunting","Drama, Romance, Romantic Drama","R","2H7M"
"Metacritic","tt0119217","Good Will Hunting","Drama, Romance","R","2H6M"
"OMDB","tt0119698","Princess Mononoke","Animation, Action, Adventure","PG-13","2H13M"
"TMDB","tt0119698","Princess Mononoke","Adventure, Fantasy, Animation","PG-13","2H14M"
"Rotten Tomatoes","tt0119698","Princess Mononoke","Adventure, Fantasy, Anime","PG-13","2H13M"
"Allmovies.com","tt0119698","Princess Mononoke","Action-Adventure, Anime, Drama, Fantasy","PG-13","2H14M"
"justwatch.com","tt0119698","Princess Mononoke","Fantasy, Animation, Action & Adventure, Studio Ghibli","PG-13","2H14M"
"Metacritic","tt0119698","Princess Mononoke","Animation, Action, Adventure, Fantasy","TV-14","2H14M"
"OMDB","tt5311514","Your Name.","Animation, Drama, Fantasy","TV-PG","1H46M"
"TMDB","tt5311514","Your Name.","Animation, Romance, Drama","PG","1H46M"
"Rotten Tomatoes","tt5311514","Call Me by Your Name","Romance, Drama, LGBTQ+","R","2H12M"
"Allmovies.com","tt5311514","Your Name.","Animation, Anime, Comedy Drama, Drama, Fantasy","PG","1H46M"
"justwatch.com","tt5311514","Your Name.","Animation, Romance, Drama, Fantasy, Classic Japanese Anime, Modern Anime","PG","1H46M"
"Metacritic","tt5311514","Your Name.","Animation, Drama, Fantasy, Romance","PG","1H46M"
"OMDB","tt7286456","Joker","Crime, Drama, Thriller","R","2H2M"
"TMDB","tt7286456","Joker","Crime, Thriller, Drama","R","2H2M"
"OMDB","tt0057565","High and Low","Crime, Drama, Mystery","Not Rated","2H23M"
"TMDB","tt0057565","High and Low","Drama, Crime, Mystery","NR","2H22M"
"OMDB","tt1187043","3 Idiots","Comedy, Drama","PG-13","2H50M"
"TMDB","tt1187043","3 Idiots","Drama, Comedy","PG-13","2H51M"
"OMDB","tt0087843","Once Upon a Time in America","Crime, Drama","R","3H49M"
"TMDB","tt0087843","Once Upon a Time in America","Drama, Crime","R","3H49M"
"OMDB","tt0045152","Singin' in the Rain","Comedy, Musical, Romance","G","1H43M"
"TMDB","tt0045152","Singin' in the Rain","Comedy, Romance","G","1H43M"
"Rotten Tomatoes","tt0045152","Singin' in the Rain","Musical, Comedy","G","1H42M"
"Allmovies.com","tt0045152","Singin' in the Rain","Comedy, Music, Romance","G","1H43M"
"justwatch.com","tt0045152","Singin' in the Rain","Comedy, Romance, Musical","G","1H43M"
"Metacritic","tt0045152","Singin' in the Rain","Comedy, Musical, Romance","Passed","1H43M"
"OMDB","tt8267604","Capernaum","Drama","R","2H6M"
"TMDB","tt8267604","Capernaum","Drama","N/A","2H6M"
"Rotten Tomatoes","tt8267604","Capernaum","Drama","R","2H10M"
"Allmovies.com","tt8267604","Capernaum","Drama","R","2H6M"
"justwatch.com","tt8267604","Capernaum","Drama, Emotional Drama","R","2H0M"
"Metacritic","tt8267604","Capernaum","Drama","R","2H6M"
"OMDB","tt0091251","Come and See","Drama, Thriller, War","Not Rated","2H22M"
"TMDB","tt0091251","Come and See","Drama, War","NR","2H22M"
"Rotten Tomatoes","tt0091251","Come and See","Drama, War, Mystery & Thriller","","2H22M"
"Allmovies.com","tt0091251","Come and See","Drama, History, Thriller, War","TV-MA","2H22M"
"justwatch.com","tt0091251","Come and See","Drama, War & Military, Mystery & Thriller, War Drama","N/A","2H22M"
"Metacritic","tt0091251","Come and See","Drama, Thriller, War","TV-MA","2H22M"
"OMDB","tt0180093","Requiem for a Dream","Drama","NC-17","1H42M"
"TMDB","tt0180093","Requiem for a Dream","Crime, Drama","NR","1H42M"
"Rotten Tomatoes","tt0180093","Requiem for a Dream","Drama","R","1H41M"
"Allmovies.com","tt0180093","Requiem for a Dream","Crime, Drama","NC-17","1H42M"
"justwatch.com","tt0180093","Requiem for a Dream","Crime, Drama, Psychological Drama","N/A","1H42M"
"Metacritic","tt0180093","Requiem for a Dream","Drama","Unrated","1H42M"
"OMDB","tt0435761","Toy Story 3","Animation, Adventure, Comedy","G","1H43M"
"TMDB","tt0435761","Toy Story 3","Animation, Family, Comedy","G","1H43M"
"Rotten Tomatoes","tt0435761","Toy Story 3","Kids & Family, Comedy, Adventure, Fantasy, Animation","G","1H42M"
"Allmovies.com","tt0435761","Toy Story 3","Action-Adventure, Animation, Comedy, Comedy Drama, Family","G","1H43M"
"justwatch.com","tt0435761","Toy Story 3","Comedy, Fantasy, Animation, Kids & Family, Pixar, Family Animation","G","1H43M"
"Metacritic","tt0435761","Toy Story 3","Animation, Adventure, Comedy, Family, Fantasy","G","1H43M"
"OMDB","tt0086190","Star Wars: Episode VI - Return of the Jedi","Action, Adventure, Fantasy","PG","2H11M"
"TMDB","tt0086190","Return of the Jedi","Adventure, Action, Science Fiction","PG","2H12M"
"Rotten Tomatoes","tt0086190","Star Wars: Episode VI - Return of the Jedi","Sci-Fi, Adventure, Action, Fantasy","PG","2H11M"
"Allmovies.com","tt0086190","Star Wars: Episode VI - Return of the Jedi","Action-Adventure, Fantasy, Science Fiction","PG","2H15M"
"justwatch.com","tt0086190","Return of the Jedi","Action & Adventure, Science-Fiction, Fantasy, Space Opera","PG","2H12M"
"Metacritic","tt0086190","Star Wars: Episode VI - Return of the Jedi","Action, Adventure, Fantasy, Sci-Fi","TV-PG","2H14M"
"OMDB","tt2106476","The Hunt","Drama","R","1H55M"
"TMDB","tt2106476","The Hunt","Drama","R","1H56M"
"Rotten Tomatoes","tt2106476","The Hunt","Mystery & Thriller, Comedy, Action","R","1H30M"
"Allmovies.com","tt2106476","The Hunt","Drama","R","1H56M"
"justwatch.com","tt2106476","The Hunt","Drama, Made in Europe, Psychological Drama","R","1H55M"
"Metacritic","tt2106476","The Hunt","Drama","R","1H55M"
"OMDB","tt0338013","Eternal Sunshine of the Spotless Mind","Drama, Romance, Sci-Fi","R","1H48M"
"TMDB","tt0338013","Eternal Sunshine of the Spotless Mind","Science Fiction, Drama, Romance","R","1H48M"
"Rotten Tomatoes","tt0338013","Eternal Sunshine of the Spotless Mind","Romance, Sci-Fi","R","1H48M"
"Allmovies.com","tt0338013","Eternal Sunshine of the Spotless Mind","Comedy, Comedy Drama, Drama, Romance, Science Fiction","R","1H48M"
"justwatch.com","tt0338013","Eternal Sunshine of the Spotless Mind","Science-Fiction, Drama, Romance, Cerebral, Romantic Drama","R","1H48M"
"Metacritic","tt0338013","Eternal Sunshine of the Spotless Mind","Drama, Romance, Sci-Fi","R","1H48M"
"OMDB","tt0062622","2001: A Space Odyssey","Adventure, Sci-Fi","G","2H29M"
"TMDB","tt0062622","2001: A Space Odyssey","Science Fiction, Mystery, Adventure","G","2H29M"
"Rotten Tomatoes","tt0062622","2001: A Space Odyssey","Sci-Fi","G","2H19M"
"Allmovies.com","tt0062622","2001: A Space Odyssey","Action-Adventure, Epic, Mystery-Suspense, Science Fiction","G","2H29M"
"justwatch.com","tt0062622","2001: A Space Odyssey","Science-Fiction, Mystery & Thriller, Action & Adventure, Cerebral, Space Opera","G","2H29M"
"Metacritic","tt0062622","2001: A Space Odyssey","Adventure, Sci-Fi","TV-PG","2H21M"
"OMDB","tt0044741","Ikiru","Drama","Not Rated","2H23M"
"TMDB","tt0044741","Ikiru","Drama","NR","2H23M"
"Rotten Tomatoes","tt0044741","Ikiru","Drama, LGBTQ+","","2H23M"
"Allmovies.com","tt0044741","Ikiru","Drama","NR","2H23M"
"justwatch.com","tt0044741","Ikiru","Drama, Emotional Drama","N/A","2H23M"
"Metacritic","tt0044741","Ikiru","Drama","Not Rated","2H23M"
"OMDB","tt0105236","Reservoir Dogs","Crime, Thriller","R","1H39M"
"TMDB","tt0105236","Reservoir Dogs","Crime, Thriller","R","1H39M"
"Rotten Tomatoes","tt0105236","Reservoir Dogs","Crime, Drama","R","1H45M"
"Allmovies.com","tt0105236","Reservoir Dogs","Crime, Thriller","R","1H39M"
"justwatch.com","tt0105236","Reservoir Dogs","Mystery & Thriller, Crime, Organized Crime, Heist","R","1H39M"
"Metacritic","tt0105236","Reservoir Dogs","Crime, Thriller","TV-MA","1H39M"
"OMDB","tt0056172","Lawrence of Arabia","Adventure, Biography, Drama","PG","3H47M"
"TMDB","tt0056172","Lawrence of Arabia","Adventure, History, War","PG","3H48M"
"Rotten Tomatoes","tt0056172","Lawrence of Arabia","Biography, History, Drama, Adventure","PG","3H42M"
"Allmovies.com","tt0056172","Lawrence of Arabia","Action-Adventure, Biography, Drama, Epic, History","PG","3H48M"
"justwatch.com","tt0056172","Lawrence of Arabia","Action & Adventure, History, War & Military, Drama, Biopics","N/A","3H42M"
"Metacritic","tt0056172","Lawrence of Arabia (re-release)","Adventure, Biography, Drama, War","Approved","3H36M"
"OMDB","tt0053604","The Apartment","Comedy, Drama, Romance","Approved","2H5M"
"TMDB","tt0053604","The Apartment","Comedy, Drama, Romance","N/A","2H5M"
"Rotten Tomatoes","tt0053604","The Apartment","Comedy, Drama","","2H5M"
"Allmovies.com","tt0053604","The Apartment","Comedy, Drama, Family, Romance","NR","2H5M"
"justwatch.com","tt0053604","The Apartment","Drama, Romance, Comedy, Made in Europe, Dramedy","N/A","2H5M"
"Metacritic","tt0053604","The Apartment","Comedy, Drama, Romance","Approved","2H5M"
"OMDB","tt1255953","Incendies","Drama, Mystery, War","R","2H11M"
"TMDB","tt1255953","Incendies","Drama, War, Mystery","R","2H11M"
"Rotten Tomatoes","tt1255953","Incendies","Drama","R","2H10M"
"Allmovies.com","tt1255953","Incendies","Drama, Mystery-Suspense, War","R","2H11M"
"justwatch.com","tt1255953","Incendies","War & Military, Mystery & Thriller, Drama, Made in Europe, War Drama","R","2H11M"
"Metacritic","tt1255953","Incendies","Drama, Mystery, War","R","2H10M"
"OMDB","tt0086250","Scarface","Crime, Drama","R","2H50M"
"TMDB","tt0086250","Scarface","Action, Crime, Drama","R","2H49M"
"Rotten Tomatoes","tt0086250","Scarface","Crime, Drama","R","2H50M"
"Allmovies.com","tt0086250","Scarface","Action-Adventure, Crime, Drama","R","2H50M"
"justwatch.com","tt0086250","Scarface","Action & Adventure, Crime, Drama, Organized Crime","R","2H49M"
"Metacritic","tt0086250","Scarface","Crime, Drama","TV-14","2H50M"
"OMDB","tt0053125","North by Northwest","Action, Adventure, Mystery","Approved","2H16M"
"TMDB","tt0053125","North by Northwest","Thriller, Adventure","N/A","2H16M"
"Rotten Tomatoes","tt0053125","North by Northwest","Mystery & Thriller","","2H16M"
"Allmovies.com","tt0053125","North by Northwest","Action-Adventure, Mystery-Suspense, Spy Film, Thriller","TV-G","2H16M"
"justwatch.com","tt0053125","North by Northwest","Action & Adventure, Mystery Thriller","N/A","2H16M"
"Metacritic","tt0053125","North by Northwest","Action, Adventure, Mystery, Thriller","Approved","2H16M"
"OMDB","tt0036775","Double Indemnity","Crime, Drama, Film-Noir","Approved","1H47M"
"TMDB","tt0036775","Double Indemnity","Crime, Thriller","NR","1H47M"
"Rotten Tomatoes","tt0036775","Double Indemnity","Crime, Drama","","1H46M"
"Allmovies.com","tt0036775","Double Indemnity","Crime, Drama, Mystery-Suspense, Thriller","TV-PG","1H47M"
"justwatch.com","tt0036775","Double Indemnity","Crime, Drama, Mystery Thriller, Psychological Thriller","PG-13","1H47M"
"Metacritic","tt0036775","Double Indemnity","Crime, Drama, Film-Noir, Mystery, Thriller","Passed","1H47M"
"OMDB","tt0033467","Citizen Kane","Drama, Mystery","PG","1H59M"
"TMDB","tt0033467","Citizen Kane","Mystery, Drama","NR","1H59M"
"Rotten Tomatoes","tt0033467","Citizen Kane","Drama","PG","1H59M"
"Allmovies.com","tt0033467","Citizen Kane","Biography, Drama, Mystery-Suspense","PG","1H59M"
