"Source ID","IMDb ID","Movie Name","Genre","Rating","Duration"
"justwatch.com","tt0033467","Citizen Kane","Drama, Mystery Thriller","N/A","1H59M"
"Metacritic","tt0033467","Citizen Kane","Drama, Mystery","TV-PG","1H59M"
"OMDB","tt0022100","M","Crime, Mystery, Thriller","Passed","1H39M"
"TMDB","tt0022100","M","Drama, Thriller, Crime","PG-13","1H51M"
"OMDB","tt15398776","Oppenheimer","Biography, Drama, History","R","3H0M"
"TMDB","tt15398776","Oppenheimer","Drama, History","R","3H1M"
"Rotten Tomatoes","tt15398776","Oppenheimer","Biography, History, Drama","R","3H0M"
"Allmovies.com","tt15398776","Oppenheimer","Biography, Drama, Epic, History","R","3H9M"
"justwatch.com","tt15398776","Oppenheimer","Drama, History, War Drama, Biopics","R","3H0M"
"Metacritic","tt15398776","Oppenheimer","Biography, Drama, History","R","3 h"
"OMDB","tt0052357","Vertigo","Mystery, Romance, Thriller","PG","2H8M"
"TMDB","tt0052357","Vertigo","Mystery, Romance, Thriller","PG","2H8M"
"Rotten Tomatoes","tt0052357","Vertigo","Mystery & Thriller","PG","2H8M"
"Allmovies.com","tt0052357","Vertigo","Mystery-Suspense, Romance, Thriller","PG","2H9M"
"justwatch.com","tt0052357","Vertigo","Romance, Mystery & Thriller, Made in Europe, Romantic Thriller","PG","2H0M"
"Metacritic","tt0052357","Vertigo","Mystery, Romance, Thriller","TV-PG","2H8M"
"OMDB","tt0113277","Heat","Action, Crime, Drama","R","2H50M"
"TMDB","tt0113277","Heat","Action, Crime, Drama","R","2H50M"
"OMDB","tt0093058","Full Metal Jacket","Drama, War","R","1H56M"
"TMDB","tt0093058","Full Metal Jacket","Drama, War","R","1H57M"
"Rotten Tomatoes","tt0093058","Full Metal Jacket","War, History, Drama","R","1H56M"
"Allmovies.com","tt0093058","Full Metal Jacket","Drama, War","R","1H57M"
"justwatch.com","tt0093058","Full Metal Jacket","Drama, War & Military, War Drama","R","1H56M"
"Metacritic","tt0093058","Full Metal Jacket","Drama, War","TV-MA","1H56M"
"OMDB","tt0211915","Amélie","Comedy, Romance","R","2H2M"
"TMDB","tt0211915","Amélie","Comedy, Romance","R","2H2M"
"Rotten Tomatoes","tt0211915","Amélie","Romance, Comedy","R","2H1M"
"Allmovies.com","tt0211915","Amélie","Comedy, Fantasy, Romance","R","2H2M"
"justwatch.com","tt0211915","Amélie","Comedy, Romance, RomCom","R","2H2M"
"Metacritic","tt0211915","Amélie","Comedy, Romance","R","2H2M"
"OMDB","tt1049413","Up","Animation, Adventure, Comedy","PG","1H36M"
"TMDB","tt1049413","Up","Animation, Comedy, Family, Adventure","PG","1H36M"
"Rotten Tomatoes","tt1049413","Once Upon a Time... In Hollywood","Comedy, Drama","R","2H39M"
"Allmovies.com","tt1049413","Up","Action-Adventure, Animation, Comedy, Drama, Family","PG","1H36M"
"justwatch.com","tt1049413","Up","Comedy, Kids & Family, Animation, Drama, Pixar, Modern Anime","PG","1H36M"
"Metacritic","tt1049413","Up","Animation, Adventure, Comedy, Drama, Family","TV-G","1H36M"
"OMDB","tt0066921","A Clockwork Orange","Crime, Sci-Fi","R","2H16M"
"TMDB","tt0066921","A Clockwork Orange","Science Fiction, Crime","R","2H17M"
"Rotten Tomatoes","tt0066921","A Clockwork Orange","Comedy","R","2H17M"
"Allmovies.com","tt0066921","A Clockwork Orange","Crime, Drama, Science Fiction","R","2H17M"
"justwatch.com","tt0066921","A Clockwork Orange","Science-Fiction, Crime, Sci-Fi Drama","R","2H17M"
"Metacritic","tt0066921","A Clockwork Orange","Crime, Sci-Fi","TV-MA","2H16M"
"OMDB","tt0056592","To Kill a Mockingbird","Crime, Drama","Approved","2H9M"
"TMDB","tt0056592","To Kill a Mockingbird","Drama","NR","2H9M"
"Rotten Tomatoes","tt0056592","To Kill a Mockingbird","Drama","","2H9M"
"Allmovies.com","tt0056592","To Kill a Mockingbird","Crime, Drama","NR","2H9M"
"justwatch.com","tt0056592","To Kill a Mockingbird","Drama, Crime, Courtroom","N/A","2H9M"
"Metacritic","tt0056592","To Kill a Mockingbird","Crime, Drama","TV-PG","2H9M"
"OMDB","tt1832382","A Separation","Drama","PG-13","2H3M"
"TMDB","tt1832382","A Separation","Drama","PG-13","2H3M"
"Rotten Tomatoes","tt1832382","A Separation","Drama","PG-13","2H3M"
"Allmovies.com","tt1832382","A Separation","Drama","PG-13","2H3M"
"justwatch.com","tt1832382","A Separation","Drama, Emotional Drama","PG-13","2H3M"
"Metacritic","tt1832382","A Separation","Drama","PG-13","2H3M"
"OMDB","tt0070735","The Sting","Comedy, Crime, Drama","PG","2H9M"
"TMDB","tt0070735","The Sting","Comedy, Crime, Drama","PG","2H9M"
"Rotten Tomatoes","tt0070735","The Sting","Comedy, Drama","PG","2H9M"
"Allmovies.com","tt0070735","The Sting","Comedy, Crime, Drama","PG","2H9M"
"justwatch.com","tt0070735","The Sting","Crime, Drama, Comedy, Music & Musical, Organized Crime, Action Comedy","PG","2H9M"
"Metacritic","tt0070735","The Sting","Comedy, Crime, Drama","PG","2H9M"
"OMDB","tt0095016","Die Hard","Action, Thriller","R","2H12M"
"TMDB","tt0095016","Die Hard","Action, Thriller","R","2H12M"
"Rotten Tomatoes","tt0095016","Die Hard","Action, Mystery & Thriller","R","2H11M"
"Allmovies.com","tt0095016","Die Hard","Action-Adventure, Crime, Family, Thriller","R","2H12M"
"justwatch.com","tt0095016","Die Hard","Mystery & Thriller, Action & Adventure, Action Thriller","R","2H11M"
"Metacritic","tt0095016","Die Hard","Action, Thriller","TV-14","2H11M"
"OMDB","tt0097576","Indiana Jones and the Last Crusade","Action, Adventure","PG-13","2H7M"
"TMDB","tt0097576","Indiana Jones and the Last Crusade","Adventure, Action","PG-13","2H7M"
"Rotten Tomatoes","tt0097576","Indiana Jones and the Last Crusade","Adventure, Action","PG-13","2H7M"
"Allmovies.com","tt0097576","Indiana Jones and the Last Crusade","Action-Adventure","PG-13","2H7M"
"justwatch.com","tt0097576","Indiana Jones and the Last Crusade","Action Adventure","PG-13","2H7M"
"Metacritic","tt0097576","Indiana Jones and the Last Crusade","Action, Adventure","PG-13","2H7M"
"OMDB","tt0986264","Like Stars on Earth","Drama, Family","PG","2H42M"
"TMDB","tt0986264","Like Stars on Earth","Drama","PG","2H42M"
"OMDB","tt0017136","Metropolis","Drama, Sci-Fi","Not Rated","2H33M"
"TMDB","tt0017136","Metropolis","Drama, Science Fiction","NR","2H29M"
"Rotten Tomatoes","tt0017136","Metropolis","Sci-Fi, Drama","","2H3M"
"Allmovies.com","tt0017136","Metropolis","Drama, Science Fiction, Silent Film","NR","2H33M"
"justwatch.com","tt0017136","Metropolis","Drama, Science-Fiction, Made in Europe, Sci-Fi Drama","N/A","2H29M"
"Metacritic","tt0017136","Metropolis","Animation, Adventure, Drama, Sci-Fi","TV-14","1H48M"
"OMDB","tt0208092","Snatch","Comedy, Crime","R","1H42M"
"TMDB","tt0208092","Snatch","Crime, Comedy","R","1H43M"
"Rotten Tomatoes","tt0208092","Snatch","Comedy, Drama","R","1H38M"
"Allmovies.com","tt0208092","Snatch","Comedy, Crime, Sports","R","1H44M"
"justwatch.com","tt0208092","Snatch","Crime, Comedy, Heist, Action Comedy","R","1H43M"
"Metacritic","tt0208092","Snatch.","Comedy, Crime","R","1H42M"
"OMDB","tt8579674","1917","Action, Drama, History","R","1H59M"
"TMDB","tt8579674","1917","War, History, Thriller, Drama","R","1H59M"
"Rotten Tomatoes","tt8579674","1917","War, History, Drama","R","1H59M"
"Allmovies.com","tt8579674","1917","Drama, War","R","1H59M"
"justwatch.com","tt8579674","1917","War & Military, History, Mystery & Thriller, Drama, Action & Adventure, War Epics","R","1H59M"
"Metacritic","tt8579674","1917","Action, Drama, History, War","TV-MA","1H59M"
"OMDB","tt0119488","L.A. Confidential","Crime, Drama, Mystery","R","2H18M"
"TMDB","tt0119488","L.A. Confidential","Crime, Mystery, Thriller","R","2H18M"
"Rotten Tomatoes","tt0119488","L.A. Confidential","Crime, Drama","R","2H16M"
"Allmovies.com","tt0119488","L.A. Confidential","Crime, Drama, Mystery-Suspense, Thriller","R","2H18M"
"justwatch.com","tt0119488","L.A. Confidential","Mystery & Thriller, Crime, Drama, Detective Crime","R","2H18M"
"Metacritic","tt0119488","L.A. Confidential","Crime, Drama, Mystery, Thriller","TV-14","2H18M"
"OMDB","tt0040522","Bicycle Thieves","Drama","Not Rated","1H29M"
"TMDB","tt0040522","Bicycle Thieves","Drama","NR","1H29M"
"Rotten Tomatoes","tt0040522","Bicycle Thieves","Drama","","1H30M"
"Allmovies.com","tt0040522","Bicycle Thieves","Drama","NR","1H33M"
"justwatch.com","tt0040522","Bicycle Thieves","Drama, Made in Europe, Emotional Drama","N/A","1H29M"
"Metacritic","tt0040522","Neorealism: We Were Not Just Bicycles Thieves","Documentary","N/A","1H15M"
"OMDB","tt0363163","Downfall","Biography, Drama, History","R","2H36M"
"TMDB","tt0363163","Downfall","Drama, History, War","R","2H35M"
"Rotten Tomatoes","tt0363163","Downfall","History, Drama, War","R","2H34M"
"Allmovies.com","tt0363163","Downfall","Biography, Drama, History, War","R","2H36M"
"justwatch.com","tt0363163","Downfall","Drama, Made in Europe, History, War & Military, War Drama, Biopics","R","2H36M"
"Metacritic","tt0363163","Downfall","Biography, Drama, History, War","R","2H36M"
"OMDB","tt8503618","Hamilton","Biography, Drama, History","PG-13","2H40M"
"TMDB","tt8503618","Hamilton","History, Drama","PG-13","2H40M"
"OMDB","tt0075314","Taxi Driver","Crime, Drama","R","1H54M"
"TMDB","tt0075314","Taxi Driver","Crime, Drama","R","1H54M"
"Rotten Tomatoes","tt0075314","Taxi Driver","Drama","R","1H53M"
"Allmovies.com","tt0075314","Taxi Driver","Action-Adventure, Crime, Drama, Thriller","R","1H54M"
"justwatch.com","tt0075314","Taxi Driver","Crime, Drama, Dark Crime","R","1H54M"
"Metacritic","tt0075314","Taxi Driver","Crime, Drama","TV-MA","1H54M"
"OMDB","tt5074352","Dangal","Action, Biography, Drama","Not Rated","2H41M"
"TMDB","tt5074352","Dangal","Drama, Family, Comedy, Action","PG","2H41M"
"OMDB","tt0372784","Batman Begins","Action, Crime, Drama","PG-13","2H20M"
"TMDB","tt0372784","Batman Begins","Action, Crime, Drama","PG-13","2H20M"
"Rotten Tomatoes","tt0372784","Batman Begins","Action, Fantasy, Adventure","PG-13","2H20M"
"Allmovies.com","tt0372784","Batman Begins","Action-Adventure, Crime, Drama, Fantasy","PG-13","2H20M"
"justwatch.com","tt0372784","Batman Begins","Drama, Action & Adventure, Crime, Superhero","PG-13","2H20M"
"Metacritic","tt0372784","Batman Begins","Action, Crime, Drama","TV-14","2H20M"
"OMDB","tt0993846","The Wolf of Wall Street","Biography, Comedy, Crime","R","3H0M"
"TMDB","tt0993846","The Wolf of Wall Street","Crime, Drama, Comedy","R","3H0M"
"Rotten Tomatoes","tt0993846","The Wolf of Wall Street","Comedy, Drama, Biography","R","2H59M"
"Allmovies.com","tt0993846","The Wolf of Wall Street","Biography, Comedy, Crime, Drama","R","3H0M"
"justwatch.com","tt0993846","The Wolf of Wall Street","Drama, Comedy, Crime, Biopics, Based On A True Story","R","3H0M"
"Metacritic","tt0993846","The Wolf of Wall Street","Biography, Comedy, Crime, Drama","TV-MA","3 h"
"OMDB","tt0059578","For a Few Dollars More","Drama, Western","R","2H12M"
"TMDB","tt0059578","For a Few Dollars More","Western","R","2H12M"
"Rotten Tomatoes","tt0059578","For a Few Dollars More","Western","R","2H12M"
"Allmovies.com","tt0059578","For a Few Dollars More","Western","R","2H12M"
"justwatch.com","tt0059578","For a Few Dollars More","Western, Made in Europe, Drama, Spaghetti Western","R","2H12M"
"Metacritic","tt0059578","For a Few Dollars More","Drama, Western","R","2H12M"
"OMDB","tt6966692","Green Book","Biography, Comedy, Drama","PG-13","2H10M"
"TMDB","tt6966692","Green Book","Drama, History","PG-13","2H10M"
"Rotten Tomatoes","tt6966692","Green Book","Comedy, Drama","PG-13","2H10M"
"Allmovies.com","tt6966692","Green Book","Biography, Comedy, Comedy Drama, Drama","PG-13","2H10M"
"justwatch.com","tt6966692","Green Book","Drama, History, Comedy, Music & Musical, Based On A True Story, Dramedy","PG-13","2H10M"
"Metacritic","tt6966692","Green Book","Biography, Comedy, Drama, Music","TV-14","2H10M"
"OMDB","tt0053291","Some Like It Hot","Comedy, Music, Romance","Approved","2H1M"
"TMDB","tt0053291","Some Like It Hot","Comedy, Romance, Crime","NR","2H2M"
"Rotten Tomatoes","tt0053291","Some Like It Hot","Comedy","","2H0M"
"Allmovies.com","tt0053291","Some Like It Hot","Comedy, Comedy Drama, Crime, Music, Romance","TV-PG","2H2M"
"justwatch.com","tt0053291","Some Like It Hot","Comedy, Romance, Crime, Music & Musical, RomCom","N/A","2H2M"
"Metacritic","tt0053291","Some Like It Hot","Comedy, Music, Romance","Passed","2H1M"
"OMDB","tt0120382","The Truman Show","Comedy, Drama","PG","1H43M"
"TMDB","tt0120382","The Truman Show","Comedy, Drama","PG","1H43M"
"Rotten Tomatoes","tt0120382","The Truman Show","Comedy, Drama","PG","1H42M"
"Allmovies.com","tt0120382","The Truman Show","Comedy, Comedy Drama, Drama, Science Fiction","PG","1H43M"
"justwatch.com","tt0120382","The Truman Show","Comedy, Drama, Dramedy","PG","1H43M"
"Metacritic","tt0120382","The Truman Show","Comedy, Drama","PG","1H43M"
"OMDB","tt0055031","Judgment at Nuremberg","Drama, War","Approved","2H59M"
"TMDB","tt0055031","Judgment at Nuremberg","Drama, History","NR","3H11M"
"Rotten Tomatoes","tt0055031","Judgment at Nuremberg","Drama","","3H6M"
"Allmovies.com","tt0055031","Judgment at Nuremberg","Crime, Drama, History, War","PG","3H11M"
"justwatch.com","tt0055031","Judgment at Nuremberg","History, Drama, Documentary, War & Military, Made in Europe, War Drama","N/A","3H11M"
"Metacritic","tt0055031","Judgment at Nuremberg","Drama, War","Approved","3H6M"
"OMDB","tt0012349","The Kid","Comedy, Drama, Family","Passed","1H8M"
"TMDB","tt0012349","The Kid","Comedy, Drama","N/A","1H8M"
"Rotten Tomatoes","tt0012349","The Kid Who Would Be King","Kids & Family, Fantasy, Adventure","PG","2H0M"
"Allmovies.com","tt0012349","The Kid","Comedy, Comedy Drama, Drama, Family, Silent Film","TV-G","1H8M"
"justwatch.com","tt0012349","The Kid","Comedy, Drama, Kids & Family, Dramedy","N/A","1H8M"
"Metacritic","tt0012349","The Kid","Biography, Drama, Western","R","1H40M"
"OMDB","tt10272386","The Father","Drama, Mystery","PG-13","1H37M"
"TMDB","tt10272386","The Father","Drama","PG-13","1H36M"
"Rotten Tomatoes","tt10272386","In the Name of the Father","Biography, Crime, Drama","R","2H12M"
"Allmovies.com","tt10272386","The Father","Drama, Mystery-Suspense","N/A","1H37M"
"justwatch.com","tt10272386","The Father","Drama, Emotional Drama","PG-13","1H37M"
"Metacritic","tt10272386","The Father","Drama, Mystery","PG-13","1H37M"
"OMDB","tt0042192","All About Eve","Drama","Approved","2H18M"
"TMDB","tt0042192","All About Eve","Drama","PG","2H19M"
"Rotten Tomatoes","tt0042192","All About Eve","Drama","","2H18M"
"Allmovies.com","tt0042192","All About Eve","Drama","TV-PG","2H19M"
"justwatch.com","tt0042192","All About Eve","Drama, Made in Europe, Emotional Drama","N/A","2H19M"
"Metacritic","tt0042192","All About Eve","Drama","Passed","2H18M"
"OMDB","tt1130884","Shutter Island","Drama, Mystery, Thriller","R","2H18M"
"TMDB","tt1130884","Shutter Island","Drama, Thriller, Mystery","R","2H18M"
"Rotten Tomatoes","tt1130884","Shutter Island","Mystery & Thriller, Drama","R","2H18M"
"Allmovies.com","tt1130884","Shutter Island","Crime, Drama, Mystery-Suspense, Thriller","R","2H18M"
"justwatch.com","tt1130884","Shutter Island","Drama, Horror Thriller, Mystery Thriller, Psychological Thriller","R","2H18M"
"Metacritic","tt1130884","Shutter Island","Drama, Mystery, Thriller","R","2H18M"
"OMDB","tt0469494","There Will Be Blood","Drama","R","2H38M"
"TMDB","tt0469494","There Will Be Blood","Drama","R","2H38M"
"Rotten Tomatoes","tt0469494","There Will Be Blood","Drama","R","2H38M"
"Allmovies.com","tt0469494","There Will Be Blood","Drama, Family, Mystery-Suspense","R","2H38M"
"justwatch.com","tt0469494","There Will Be Blood","Drama, Emotional Drama","R","2H38M"
"Metacritic","tt0469494","There Will Be Blood","Drama","R","2H38M"
"OMDB","tt0107290","Jurassic Park","Action, Adventure, Sci-Fi","PG-13","2H7M"
"TMDB","tt0107290","Jurassic Park","Adventure, Science Fiction","PG-13","2H7M"
"Rotten Tomatoes","tt0107290","Jurassic Park","Adventure, Action, Sci-Fi, Mystery & Thriller","PG-13","2H6M"
"Allmovies.com","tt0107290","Jurassic Park","Action-Adventure, Science Fiction, Thriller","PG-13","2H7M"
"justwatch.com","tt0107290","Jurassic Park","Science-Fiction, Mystery & Thriller, Action & Adventure, Invasion","PG-13","2H2M"
"Metacritic","tt0107290","Jurassic Park","Action, Adventure, Sci-Fi, Thriller","PG-13","2H7M"
"OMDB","tt0112641","Casino","Crime, Drama","R","2H58M"
"TMDB","tt0112641","Casino","Crime, Drama","R","2H59M"
"Rotten Tomatoes","tt0112641","Casino Royale","Action, Adventure, Mystery & Thriller","PG-13","2H24M"
"Allmovies.com","tt0112641","Casino","Crime, Drama","R","2H59M"
"justwatch.com","tt0112641","Casino","Drama, Crime, Organized Crime","R","2H59M"
"Metacritic","tt0112641","Casino","Crime, Drama","TV-14","2H58M"
"OMDB","tt1745960","Top Gun: Maverick","Action, Drama","PG-13","2H10M"
"TMDB","tt1745960","Top Gun: Maverick","Action, Drama","PG-13","2H11M"
"Rotten Tomatoes","tt1745960","Top Gun: Maverick","Action, Adventure","PG-13","2H11M"
"Allmovies.com","tt1745960","Top Gun: Maverick","Action-Adventure, Drama","PG-13","2H11M"
"justwatch.com","tt1745960","Top Gun: Maverick","Drama, Action Adventure","PG-13","2H10M"
"Metacritic","tt1745960","Top Gun: Maverick","Action, Drama","PG-13","2H10M"
"OMDB","tt0167404","The Sixth Sense","Drama, Mystery, Thriller","PG-13","1H47M"
"TMDB","tt0167404","The Sixth Sense","Mystery, Thriller, Drama","PG-13","1H47M"
"Rotten Tomatoes","tt0167404","The Sixth Sense","Mystery & Thriller","PG-13","1H47M"
"Allmovies.com","tt0167404","The Sixth Sense","Drama, Horror, Mystery-Suspense, Thriller","PG-13","1H47M"
"justwatch.com","tt0167404","The Sixth Sense","Drama, Mystery Thriller, Psychological Thriller","PG-13","1H47M"
"Metacritic","tt0167404","The Sixth Sense","Drama, Mystery, Thriller","PG-13","1H47M"
"OMDB","tt0089881","Ran","Action, Drama, War","R","2H40M"
"TMDB","tt0089881","Ran","Action, Drama, History","R","2H40M"
"Rotten Tomatoes","tt0089881","Ran","History, Drama","R","2H40M"
"Allmovies.com","tt0089881","Ran","Action-Adventure, Drama, History, War","R","2H42M"
"justwatch.com","tt0089881","Ran","Action & Adventure, Drama, History, Made in Europe, War & Military, Period Drama","R","2H40M"
"Metacritic","tt0089881","Ran","Action, Drama, War","R","2H42M"
"OMDB","tt0457430","Pan's Labyrinth","Drama, Fantasy, War","R","1H58M"
"TMDB","tt0457430","Pan's Labyrinth","Fantasy, Drama, War","R","1H58M"
"Rotten Tomatoes","tt0457430","Pan's Labyrinth","Fantasy, Drama, War","R","2H0M"
"Allmovies.com","tt0457430","Pan's Labyrinth","Drama, Fantasy, War","R","1H58M"
"justwatch.com","tt0457430","Pan's Labyrinth","Fantasy, Drama, War & Military, Made in Europe, War Drama, Dark Fantasy","R","1H58M"
"Metacritic","tt0457430","Pan's Labyrinth","Drama, Fantasy, War","TV-14","1H58M"
"OMDB","tt0105695","Unforgiven","Drama, Western","R","2H10M"
"TMDB","tt0105695","Unforgiven","Western","R","2H10M"
"Rotten Tomatoes","tt0105695","Unforgiven","Western","R","2H10M"
"Allmovies.com","tt0105695","Unforgiven","Drama, Western","R","2H11M"
"justwatch.com","tt0105695","Unforgiven","Western, Drama, Revenge Western","R","2H10M"
"Metacritic","tt0105695","Unforgiven","Drama, Western","TV-14","2H11M"
"OMDB","tt0477348","No Country for Old Men","Crime, Drama, Thriller","R","2H2M"
"TMDB","tt0477348","No Country for Old Men","Crime, Drama, Thriller","R","2H2M"
"Rotten Tomatoes","tt0477348","No Country for Old Men","Crime, Drama, Mystery & Thriller","R","2H2M"
"Allmovies.com","tt0477348","No Country for Old Men","Crime, Drama, Thriller","R","2H2M"
"justwatch.com","tt0477348","No Country for Old Men","Drama, Crime, Mystery & Thriller","R","2H2M"
"Metacritic","tt0477348","No Country for Old Men","Crime, Drama, Thriller","R","2H2M"
"OMDB","tt0084787","The Thing","Horror, Mystery, Sci-Fi","R","1H49M"
"TMDB","tt0084787","The Thing","Horror, Mystery, Science Fiction","R","1H49M"
"Rotten Tomatoes","tt0084787","The Thing","Horror, Sci-Fi, Mystery & Thriller","R","1H48M"
"Allmovies.com","tt0084787","The Thing","Horror, Mystery-Suspense, Science Fiction","R","1H49M"
"justwatch.com","tt0084787","The Thing","Science-Fiction, Horror, Mystery & Thriller, SciFi Horror","R","1H49M"
"OMDB","tt0268978","A Beautiful Mind","Biography, Drama, Mystery","PG-13","2H15M"
"TMDB","tt0268978","A Beautiful Mind","Drama, Romance","PG-13","2H15M"
"Rotten Tomatoes","tt0268978","A Beautiful Mind","Biography, Drama","PG-13","2H15M"
"Allmovies.com","tt0268978","A Beautiful Mind","Biography, Drama, Mystery-Suspense, Romance","PG-13","2H15M"
"justwatch.com","tt0268978","A Beautiful Mind","Drama, Romance, Biopics, Based On A True Story","PG-13","2H15M"
"Metacritic","tt0268978","A Beautiful Mind","Biography, Drama, Mystery","TV-14","2H15M"
"OMDB","tt0266697","Kill Bill: Vol. 1","Action, Crime, Thriller","R","1H51M"
"TMDB","tt0266697","Kill Bill: Vol. 1","Action, Crime","R","1H51M"
"Rotten Tomatoes","tt0266697","Kill Bill: Vol. 1","Action, Mystery & Thriller","R","1H50M"
"Allmovies.com","tt0266697","Kill Bill: Vol. 1","Action-Adventure, Crime, Horror, Thriller","R","1H51M"
"justwatch.com","tt0266697","Kill Bill: Vol. 1","Action & Adventure, Crime, Mystery & Thriller, Martial Art","R","1H51M"
"Metacritic","tt0266697","Kill Bill: Vol. 1","Action, Crime, Thriller","R","1H51M"
"OMDB","tt0040897","The Treasure of the Sierra Madre","Adventure, Drama, Western","Approved","2H6M"
"TMDB","tt0040897","The Treasure of the Sierra Madre","Adventure, Drama, Western","NR","2H6M"
"Rotten Tomatoes","tt0040897","The Treasure of the Sierra Madre","Adventure, Western, Drama","","2H4M"
"Allmovies.com","tt0040897","The Treasure of the Sierra Madre","Action-Adventure, Drama, Western","TV-PG","2H6M"
"justwatch.com","tt0040897","The Treasure of the Sierra Madre","Action & Adventure, Drama, Western, Epic Western","N/A","2H6M"
"Metacritic","tt0040897","The Treasure of the Sierra Madre","Adventure, Drama, Western","Passed","2H6M"
"OMDB","tt0055630","Yojimbo","Action, Drama, Thriller","Not Rated","1H50M"
"TMDB","tt0055630","Yojimbo","Drama, Thriller","NR","1H50M"
"Rotten Tomatoes","tt0055630","Yojimbo","Adventure, Comedy, Mystery & Thriller","","1H50M"
"Allmovies.com","tt0055630","Yojimbo","Action-Adventure, Drama, Thriller","NR","1H50M"
"justwatch.com","tt0055630","Yojimbo","Mystery & Thriller, Action & Adventure, Drama, Made in Europe, Martial Art","N/A","1H50M"
"Metacritic","tt0055630","Yojimbo","Action, Drama, Thriller","Not Rated","1H50M"
"OMDB","tt0057115","The Great Escape","Adventure, Drama, Thriller","Approved","2H52M"
"TMDB","tt0057115","The Great Escape","Adventure, Drama, War","NR","2H53M"
"Rotten Tomatoes","tt0057115","The Great Escape","War, Drama","","2H52M"
"Allmovies.com","tt0057115","The Great Escape","Action-Adventure, Crime, Drama, History, Thriller","NR","2H53M"
"justwatch.com","tt0057115","The Great Escape","Action & Adventure, Drama, War & Military, Mystery & Thriller, War Drama","N/A","2H53M"
"OMDB","tt0266543","Finding Nemo","Animation, Adventure, Comedy","G","1H40M"
"TMDB","tt0266543","Finding Nemo","Animation, Family","G","1H40M"
"Rotten Tomatoes","tt0266543","Finding Nemo","Kids & Family, Comedy, Adventure, Animation","G","1H40M"
"Allmovies.com","tt0266543","Finding Nemo","Action-Adventure, Animation, Comedy, Family","G","1H40M"
"justwatch.com","tt0266543","Finding Nemo","Animation, Kids & Family, Comedy, Pixar, Family Animation","G","1H40M"
"Metacritic","tt0266543","Finding Nemo","Animation, Adventure, Comedy, Family","TV-Y7","1H40M"
"OMDB","tt0071853","Monty Python and the Holy Grail","Adventure, Comedy, Fantasy","PG","1H31M"
"TMDB","tt0071853","Monty Python and the Holy Grail","Adventure, Comedy, Fantasy","PG","1H31M"
"OMDB","tt29623480","The Wild Robot","Animation, Sci-Fi","PG","1H42M"
"TMDB","tt29623480","The Wild Robot","Animation, Science Fiction, Family","PG","1H42M"
"OMDB","tt1392214","Prisoners","Crime, Drama, Mystery","R","2H33M"
"TMDB","tt1392214","Prisoners","Drama, Thriller, Crime","R","2H33M"
"Rotten Tomatoes","tt1392214","Prisoners","Mystery & Thriller, Crime, Drama","R","2H33M"
"Allmovies.com","tt1392214","Prisoners","Action-Adventure, Crime, Drama, Mystery-Suspense, Thriller","R","2H33M"
"justwatch.com","tt1392214","Prisoners","Crime, Drama, Mystery Thriller","R","2H33M"
"Metacritic","tt1392214","Prisoners","Crime, Drama, Mystery, Thriller","R","2H33M"
"OMDB","tt0347149","Howl's Moving Castle","Animation, Adventure, Family","PG","1H59M"
"TMDB","tt0347149","Howl's Moving Castle","Fantasy, Animation, Adventure","PG","1H59M"
"Rotten Tomatoes","tt0347149","Howl's Moving Castle","Fantasy, Anime","PG","1H59M"
"Allmovies.com","tt0347149","Howl's Moving Castle","Action-Adventure, Animation, Anime, Family, Fantasy","PG","1H59M"
"justwatch.com","tt0347149","Howl's Moving Castle","Fantasy, Animation, Action & Adventure, Music & Musical, Drama, Kids & Family, Classic Japanese Anime, Studio Ghibli","PG","2H0M"
"Metacritic","tt0347149","Howl's Moving Castle","Animation, Adventure, Family, Fantasy","TV-PG","1H59M"
"OMDB","tt0080678","The Elephant Man","Biography, Drama","PG","2H4M"
"TMDB","tt0080678","The Elephant Man","Drama, History","PG","2H4M"
"Rotten Tomatoes","tt0080678","The Elephant Man","Biography, Drama","PG","2H5M"
"Allmovies.com","tt0080678","The Elephant Man","Biography, Drama, History","PG","2H4M"
"justwatch.com","tt0080678","The Elephant Man","Drama, History, Biopics","PG","2H5M"
"Metacritic","tt0080678","The Elephant Man","Biography, Drama","PG","2H4M"
"OMDB","tt0042876","Rashomon","Crime, Drama, Mystery","Not Rated","1H28M"
"TMDB","tt0042876","Rashomon","Crime, Drama, Mystery","NR","1H28M"
"Rotten Tomatoes","tt0042876","Rashomon","Drama","","1H28M"
"Allmovies.com","tt0042876","Rashomon","Action-Adventure, Crime, Drama, Epic, Mystery-Suspense","TV-14","1H28M"
"justwatch.com","tt0042876","Rashomon","Drama, Crime, Dark Crime","N/A","1H28M"
"Metacritic","tt0042876","Rashomon","Crime, Drama, Mystery","Not Rated","1H28M"
"OMDB","tt0046912","Dial M for Murder","Crime, Thriller","PG","1H45M"
"TMDB","tt0046912","Dial M for Murder","Thriller, Crime","PG","1H45M"
"Rotten Tomatoes","tt0046912","Dial M for Murder","Crime, Drama, Mystery & Thriller","PG","1H45M"
"Allmovies.com","tt0046912","Dial M for Murder","Crime, Thriller","PG","1H45M"
"justwatch.com","tt0046912","Dial M for Murder","Crime, Mystery Thriller","PG","1H44M"
"Metacritic","tt0046912","Dial M for Murder","Crime, Thriller","PG","1H45M"
